Time, Open, High, Low, Close, Volume
1536694200000, 181.82, 183.51, 181.67, 182.68, 7825.47406
1536696000000, 182.72, 182.75, 180.6, 181.59, 7706.37583
1536697800000, 181.59, 182.99, 181.22, 181.99, 8294.2475
1536699600000, 181.95, 182.17, 180.06, 180.56, 10107.34577
1536701400000, 180.52, 186.66, 180.07, 186.17, 17197.20555
1536703200000, 186.19, 187.12, 184.01, 184.71, 11894.01307
1536705000000, 184.73, 185.99, 184.03, 184.68, 7448.47667
1536706800000, 184.7, 185.18, 184.39, 185.04, 6525.04738
1536708600000, 185.07, 185.8, 183.15, 185.18, 13493.77856
1536710400000, 185.14, 185.22, 184.13, 184.7, 4857.6345
1536712200000, 184.69, 185.15, 180.75, 181.24, 10308.05986
1536714000000, 181.05, 182.61, 180.8, 181.92, 6907.19091
1536715800000, 181.88, 181.92, 178.5, 179.4, 8575.15583
1536717600000, 179.39, 180.6, 178.33, 178.6, 9524.59542
1536719400000, 178.58, 179.48, 178.16, 178.97, 10196.28546
1536721200000, 178.96, 179.03, 176.58, 177.3, 18555.92373
1536723000000, 177.31, 177.4, 174.3, 176.9, 15824.33985
1536724800000, 176.9, 177.91, 174.91, 177.48, 8960.92582
1536726600000, 177.48, 177.95, 175.84, 175.91, 4179.89247
1536728400000, 175.91, 176.89, 175.0, 176.61, 4450.51607
1536730200000, 176.82, 178.05, 176.16, 176.16, 4742.77782
1536732000000, 176.2, 176.89, 174.0, 174.94, 12602.25442
1536733800000, 174.88, 175.1, 171.78, 171.8, 10107.44577
1536735600000, 171.8, 173.1, 167.64, 171.57, 33359.32531
1536737400000, 171.39, 172.26, 169.56, 170.81, 13597.4898
1536739200000, 170.92, 171.5, 167.32, 169.49, 17068.40957
1536741000000, 169.47, 170.93, 168.74, 170.55, 12311.87369
1536742800000, 170.59, 173.04, 170.5, 171.6, 11913.16171
1536744600000, 171.61, 172.42, 170.73, 172.25, 7614.42166
1536746400000, 172.29, 175.26, 172.15, 173.2, 11853.15541
1536748200000, 173.13, 174.18, 171.13, 171.62, 16555.85958
1536750000000, 171.61, 171.62, 169.19, 169.61, 12272.6068
1536751800000, 169.61, 171.8, 168.94, 170.82, 13996.56267
1536753600000, 170.65, 174.3, 170.54, 172.33, 13151.98945
1536755400000, 172.32, 172.82, 171.2, 171.5, 6274.66941
1536757200000, 171.45, 173.8, 171.4, 172.36, 10426.50813
1536759000000, 172.36, 174.52, 172.01, 174.13, 8999.3435
1536760800000, 174.2, 174.3, 172.0, 173.2, 7762.87527
1536762600000, 173.29, 174.1, 172.46, 172.83, 7316.40424
1536764400000, 172.69, 173.5, 171.97, 172.35, 6206.90571
1536766200000, 172.38, 172.5, 170.96, 171.65, 7763.68389
1536768000000, 171.59, 172.3, 170.84, 171.77, 7440.38054
1536769800000, 171.77, 171.8, 169.45, 170.74, 7446.06198
1536771600000, 170.74, 172.39, 170.69, 172.02, 4617.00332
1536773400000, 172.11, 174.81, 171.9, 173.61, 12610.88845
1536775200000, 173.52, 175.1, 172.31, 174.66, 8457.02481
1536777000000, 174.55, 182.2, 173.4, 179.79, 35912.38951
1536778800000, 179.87, 182.07, 179.68, 180.68, 15230.72566
1536780600000, 180.87, 181.16, 178.28, 180.14, 13396.97615
1536782400000, 180.0, 180.7, 179.0, 180.26, 5711.08586
1536784200000, 180.26, 182.3, 179.68, 182.18, 6194.47584
1536786000000, 182.19, 184.9, 180.76, 183.61, 10738.17909
1536787800000, 183.6, 184.0, 180.53, 180.9, 7316.87772
1536789600000, 180.9, 182.26, 180.54, 181.83, 4972.32052
1536791400000, 181.84, 183.86, 181.53, 183.6, 5556.26391
1536793200000, 183.55, 183.83, 181.5, 182.53, 6338.80579
1536795000000, 182.4, 184.0, 182.4, 183.12, 3870.08877
1536796800000, 183.17, 192.74, 183.15, 190.98, 30529.34689
1536798600000, 191.04, 191.4, 189.0, 190.57, 15060.59118
1536800400000, 190.62, 192.41, 188.12, 189.29, 15033.04202
1536802200000, 189.29, 190.56, 188.39, 189.81, 6813.08862
1536804000000, 189.81, 189.99, 188.1, 189.02, 5701.69447
1536805800000, 188.99, 189.57, 188.65, 189.24, 7892.05656
1536807600000, 189.24, 191.23, 189.18, 189.58, 13401.30462
1536809400000, 189.58, 190.04, 188.74, 189.5, 7137.142
1536811200000, 189.53, 190.79, 188.93, 190.31, 8434.42544
1536813000000, 190.3, 191.23, 189.85, 190.9, 10292.06554
1536814800000, 190.91, 191.13, 189.0, 189.31, 7683.09072
1536816600000, 189.33, 189.39, 186.0, 186.62, 13865.63875
1536818400000, 186.55, 189.18, 186.5, 187.97, 8060.56324
1536820200000, 187.97, 188.65, 186.33, 188.46, 6456.43554
1536822000000, 188.49, 189.0, 187.4, 187.62, 4942.70634
1536823800000, 187.52, 187.71, 186.5, 186.59, 8157.31914
1536825600000, 186.59, 188.05, 186.56, 188.03, 9171.56364
1536827400000, 188.03, 189.86, 187.91, 189.1, 12217.16677
1536829200000, 189.12, 190.25, 188.36, 190.01, 16373.88219
1536831000000, 190.0, 193.0, 189.6, 191.21, 19127.88236
1536832800000, 191.21, 195.3, 191.06, 194.28, 22813.92303
